"ror_nr","ror_unit","ror_plant","region_id","zip","city","street","year","Pinst","efactor","head","total_flow","flo_river_ror","status","company","turbtype","geodbid","river","river_km","level_meter"
"144","BOGENBACH II 1","BOGENBACH II","11018","0",,,"1951","0.93","0.00","0.00","0.00",NULL,"OPR","EUGEN SAPPER","PELTON","0",,"0","12"
"145","BORSTENDORF 1","BORSTENDORF","11004","0",,,"2000","0.17","0.00","0.00","0.00",NULL,"OPR","ENVIA MITTELDEUTSCHE ENERGIE","FRANCIS","0",,"0","8"
"146","BORSTENDORF 2","BORSTENDORF","11004","0",,,"2000","0.21","0.00","0.00","0.00",NULL,"OPR","ENVIA MITTELDEUTSCHE ENERGIE","FRANCIS","0",,"0","8"
"147","BORSTENDORF 3","BORSTENDORF","11004","0",,,"2000","0.21","0.00","0.00","0.00",NULL,"OPR","ENVIA MITTELDEUTSCHE ENERGIE","FRANCIS","0",,"0","8"
"148","BOTTROP 1","BOTTROP","11006","0","Bottrop",,"1958","1.65","0.00","0.00","0.00",NULL,"OPR","RUHROL GMBH","PELTON","0",,"0","29"
"149","BOTTROP 2","BOTTROP","11006","0","Bottrop",,"1958","1.65","0.00","0.00","0.00",NULL,"OPR","RUHROL GMBH","PELTON","0",,"0","29"
"150","BRANDFILTER 1","BRANDFILTER","11008","0","Aachen",,"1974","0.13","0.00","0.00","0.00",NULL,"OPR","WW DES LANDKREISES AACHEN","FRANCIS","0",,"0","17"
"151","BRASINCHEN 1","BRASINCHEN","11004","0",,,"2000","1.04","0.00","0.00","0.00",NULL,"OPR","ENVIA MITTELDEUTSCHE ENERGIE","KAPLAN","0",,"0","8"
"152","BRAUNAU-SIMBACH 1","BRAUNAU-SIMBACH","11018","0","Kirchdorf",,"1953","12.00","0.00","0.00","0.00",NULL,"OPR","GRENZKRAFTWERKE GMBH (GKW)","KAPLAN","0","Inn","61","4"
"153","BRAUNAU-SIMBACH 2","BRAUNAU-SIMBACH","11018","0","Kirchdorf",,"1953","12.00","0.00","0.00","0.00",NULL,"OPR","GRENZKRAFTWERKE GMBH (GKW)","KAPLAN","0","Inn","61","4"
"154","BRAUNAU-SIMBACH 3","BRAUNAU-SIMBACH","11018","0","Kirchdorf",,"1953","12.00","0.00","0.00","0.00",NULL,"OPR","GRENZKRAFTWERKE GMBH (GKW)","KAPLAN","0","Inn","61","4"
"155","BRAUNAU-SIMBACH 4","BRAUNAU-SIMBACH","11018","0","Kirchdorf",,"1953","12.00","0.00","0.00","0.00",NULL,"OPR","GRENZKRAFTWERKE GMBH (GKW)","KAPLAN","0","Inn","61","4"
"156","Breisach","Breisach","11012","79206",,,"0","2.80","0.00","0.00","0.00",NULL,"OPR",,,"0","Oberrhein","0","21"
"157","BREITENTHAL 1","BREITENTHAL","11010","0",,,"2000","0.27","0.00","0.00","0.00",NULL,"OPR","UBERLANDWERK KRUMBACH GMBH","FRANCIS","0",,"0","19"
"158","BREITENTHAL 2","BREITENTHAL","11010","0",,,"2000","0.27","0.00","0.00","0.00",NULL,"OPR","UBERLANDWERK KRUMBACH GMBH","FRANCIS","0",,"0","19"
"159","BRUCHER","BRUCHER","11007","0","Stulinghausen",,"2000","0.02","0.00","0.00","0.00",NULL,"PLN","WUPPERVERBAND",,"0",,"0","24"
"160","BRUCK ALLGAUER 1","BRUCK ALLGAUER","11012","0","Bruck",,"2000","0.39","0.00","0.00","0.00",NULL,"OPR","ALLGAUER KRAFTWERKE GMBH","PELTON","0",,"0","30"
"161","BRUCK ALLGAUER 2","BRUCK ALLGAUER","11012","0","Bruck",,"2000","0.39","0.00","0.00","0.00",NULL,"OPR","ALLGAUER KRAFTWERKE GMBH","PELTON","0",,"0","30"
"162","BRUCK ALLGAUER 3","BRUCK ALLGAUER","11012","0","Bruck",,"2000","0.47","0.00","0.00","0.00",NULL,"OPR","ALLGAUER KRAFTWERKE GMBH","PELTON","0",,"0","30"
"163","BRUCK FISCHER 1","BRUCK FISCHER","11012","0","Bruck",,"2000","0.11","0.00","0.00","0.00",NULL,"OPR","GEBRUDER FISCHER OHG","KAPLAN","0",,"0","30"
"164","BRUCK FISCHER 2","BRUCK FISCHER","11012","0","Bruck",,"2000","0.60","0.00","0.00","0.00",NULL,"OPR","GEBRUDER FISCHER OHG","FRANCIS","0",,"0","30"
"165","BRUCKENMUHLE 1","BRUCKENMUHLE","11018","0","Bruckenmuhle",,"1992","0.09","0.00","0.00","0.00",NULL,"OPR","BRUCKENMUHLE HYDRO","BULB","0",,"0","12"
"166","BUCHENHOFEN 1","BUCHENHOFEN","11006","0","Wuppertal",,"2006","0.56","0.00","0.00","0.00",NULL,"OPR","WUPPERVERBAND","BULB","0",,"0","29"
"167","BUCHENMUHLE 1","BUCHENMUHLE","11011","0",,,"2000","0.38","0.00","0.00","0.00",NULL,"OPR","ENBW ENERGIE BADEN-WURTTEMBERG","FRANCIS","0",,"0","18"
"168","BUCHENMUHLE 2","BUCHENMUHLE","11011","0",,,"2000","0.38","0.00","0.00","0.00",NULL,"OPR","ENBW ENERGIE BADEN-WURTTEMBERG","FRANCIS","0",,"0","18"
"169","BUCHER STAUSEE 1","BUCHER STAUSEE","11012","0",,,"1996","0.02","0.00","0.00","0.00",NULL,"OPR","FORDERVEREIN WIND- UND WASSER",,"0",,"0","30"
"170","BUCKENHOFEN 1","BUCKENHOFEN","11017","0","Buckenhofen",,"1963","1.46","0.00","0.00","0.00",NULL,"OPR","BUCKENHOFEN HYDRO","BULB","0",,"0","33"
"171","BUCKENHOFEN 2","BUCKENHOFEN","11017","0","Buckenhofen",,"1963","1.46","0.00","0.00","0.00",NULL,"OPR","BUCKENHOFEN HYDRO","BULB","0",,"0","33"
"172","BUHLINGEN II","BUHLINGEN II","11012","0",,,"1981","0.12","0.00","0.00","0.00",NULL,"OPR","XAVER BECHTOLD","FRANCIS","0",,"0","30"
"173","BURGHAUSEN (SB) 1","BURGHAUSEN (SB)","11017","0","Burghausen",,"1982","0.05","0.00","0.00","0.00",NULL,"OPR","STADTWERKE BURGHAUSEN","FRANCIS","0",,"0","33"
"174","BURGKHAMMER C","BURGKHAMMER","11003","7907","Burgkhammer",,"1933","1.16","0.00","0.00","0.00",NULL,"OPR","VATTENFALL EUROPE AG","FRANCIS","0",,"0","34"
"175","BURGKHAMMER D","BURGKHAMMER","11003","7907","Burgkhammer",,"1936","1.00","0.00","0.00","0.00",NULL,"OPR","VATTENFALL EUROPE AG","FRANCIS","0",,"0","34"
"176","BUSSMANNSHAUSEN 1","BUSSMANNSHAUSEN","11012","0",,,"2000","0.05","0.00","0.00","0.00",NULL,"OPR","FREIHERR HORNSTEIN ELEK","FRANCIS","0",,"0","30"
"177","BUSSMANNSHAUSEN 2","BUSSMANNSHAUSEN","11012","0",,,"2000","0.11","0.00","0.00","0.00",NULL,"OPR","FREIHERR HORNSTEIN ELEK","KAPLAN","0",,"0","30"
"178","CAMBURG 1","CAMBURG","11003","0",,,"1995","0.15","0.00","0.00","0.00",NULL,"OPR","THURINGER MUHLENWERKE","DIAGONAL","0",,"0","34"
"179","CANNSTATT 1","CANNSTATT","11012","0",,,"1930","1.20","0.00","0.00","0.00",NULL,"OPR","ENBW ENERGIE BADEN-WURTTEMBERG","KAPLAN","0","Neckar","183","27"
"180","CANNSTATT 2","CANNSTATT","11012","0",,,"1930","1.20","0.00","0.00","0.00",NULL,"OPR","ENBW ENERGIE BADEN-WURTTEMBERG","KAPLAN","0","Neckar","183","27"
"181","CRAMBERG 1","CRAMBERG","11008","0","Cramberg",,"2000","0.99","0.00","0.00","0.00",NULL,"OPR","SUWAG ENERGIE AG","FRANCIS","0",,"0","17"
"182","CRAMBERG 2","CRAMBERG","11008","0","Cramberg",,"2000","0.99","0.00","0.00","0.00",NULL,"OPR","SUWAG ENERGIE AG","FRANCIS","0",,"0","17"
"183","CRAMBERG 3","CRAMBERG","11008","0","Cramberg",,"2000","0.99","0.00","0.00","0.00",NULL,"OPR","SUWAG ENERGIE AG","FRANCIS","0",,"0","17"
"184","DACHAU HYDRO-I NO 1","DACHAU HYDRO-I","11018","0","Dachau",,"1951","1.05","0.00","0.00","0.00",NULL,"OPR","STADTWERKE DACHAU","KAPLAN","0",,"0","12"
"185","DACHAU HYDRO-I NO 2","DACHAU HYDRO-I","11018","0","Dachau",,"1951","1.05","0.00","0.00","0.00",NULL,"OPR","STADTWERKE DACHAU","KAPLAN","0",,"0","12"
"186","DACHAU HYDRO-II NO 1","DACHAU HYDRO-II","11018","0","Dachau",,"2000","0.34","0.00","0.00","0.00",NULL,"OPR","STADTWERKE DACHAU","KAPLAN","0",,"0","12"
"187","DACHAU HYDRO-II NO 2","DACHAU HYDRO-II","11018","0","Dachau",,"2000","0.34","0.00","0.00","0.00",NULL,"OPR","STADTWERKE DACHAU","KAPLAN","0",,"0","12"
"188","DAUSENAU 1","DAUSENAU","11008","0",,,"1986","1.20","0.00","0.00","0.00",NULL,"OPR","SUWAG ENERGIE AG","PIT","0",,"0","17"
"189","DAXENBERG 1","DAXENBERG","11010","0",,,"2000","0.06","0.00","0.00","0.00",NULL,"OPR","ELEK UNTER DOLLERER & GREIMEL","FRANCIS","0",,"0","19"
"190","DAXENBERG 2","DAXENBERG","11010","0",,,"1983","0.14","0.00","0.00","0.00",NULL,"OPR","ELEK UNTER DOLLERER & GREIMEL","FRANCIS","0",,"0","19"
"191","DEIZISAU 1","DEIZISAU","11012","73779","Deizisau","Neckarwasen","1968","1.00","0.00","0.00","0.00",NULL,"OPR","ENBW ENERGIE BADEN-WURTTEMBERG","KAPLAN","0","Neckar","199","27"
"192","DEIZISAU 2","DEIZISAU","11012","73779","Deizisau","Neckarwasen","1968","1.00","0.00","0.00","0.00",NULL,"OPR","ENBW ENERGIE BADEN-WURTTEMBERG","KAPLAN","0","Neckar","199","27"
"193","DENSBORN 1","DENSBORN","11008","0","Densborn",,"2000","0.08","0.00","0.00","0.00",NULL,"OPR","RWE POWER AG","KAPLAN","0",,"0","17"
"194","DESSAU HYDRO 1","DESSAU HYDRO","11018","0","Dessau",,"1967","4.00","0.00","0.00","0.00",NULL,"OPR","E.ON WASSERKRAFT GMBH","BULB","0","Lech","140","1"
"195","DESSAU HYDRO 2","DESSAU HYDRO","11018","0","Dessau",,"1967","4.00","0.00","0.00","0.00",NULL,"OPR","E.ON WASSERKRAFT GMBH","BULB","0","Lech","140","1"
"196","DESSAU HYDRO 3","DESSAU HYDRO","11018","0","Dessau",,"1967","4.00","0.00","0.00","0.00",NULL,"OPR","E.ON WASSERKRAFT GMBH","BULB","0","Lech","140","1"
"197","DETTELBACH 1","DETTELBACH","11017","0","Dettelbach",,"1959","2.10","0.00","0.00","0.00",NULL,"OPR","E.ON WASSERKRAFT GMBH","KAPLAN","0","Main","295","40"
"198","DETTELBACH 2","DETTELBACH","11017","0","Dettelbach",,"1959","2.10","0.00","0.00","0.00",NULL,"OPR","E.ON WASSERKRAFT GMBH","KAPLAN","0","Main","295","40"
"199","DETTINGEN CANAL 1","DETTINGEN CANAL","11010","0",,,"1991","3.50","0.00","0.00","0.00",NULL,"OPR","ENBW ENERGIE BADEN-WURTTEMBERG","FRANCIS","0","Iller","35","38"
"200","DETTINGEN CANAL 2","DETTINGEN CANAL","11010","0",,,"1992","3.50","0.00","0.00","0.00",NULL,"OPR","ENBW ENERGIE BADEN-WURTTEMBERG","FRANCIS","0","Iller","35","38"
"201","DETTINGEN CANAL 3","DETTINGEN CANAL","11010","0",,,"1990","3.50","0.00","0.00","0.00",NULL,"OPR","ENBW ENERGIE BADEN-WURTTEMBERG","FRANCIS","0","Iller","35","38"
"202","DETTINGEN CANAL 4","DETTINGEN CANAL","11010","0",,,"1992","0.15","0.00","0.00","0.00",NULL,"OPR","ENBW ENERGIE BADEN-WURTTEMBERG","PROPELL","0","Iller","35","38"
"203","DETZEM 1","DETZEM","11009","0","Detzem",,"1962","6.00","0.00","0.00","0.00",NULL,"OPR","RWE INNOGY","FRANCIS","0","Mosel","167","25"
"204","DETZEM 2","DETZEM","11009","0","Detzem",,"1962","6.00","0.00","0.00","0.00",NULL,"OPR","RWE INNOGY","FRANCIS","0","Mosel","167","25"
"205","DETZEM 3","DETZEM","11009","0","Detzem",,"1962","6.00","0.00","0.00","0.00",NULL,"OPR","RWE INNOGY","FRANCIS","0","Mosel","167","25"
"206","DETZEM 4","DETZEM","11009","0","Detzem",,"1962","6.00","0.00","0.00","0.00",NULL,"OPR","RWE INNOGY","FRANCIS","0","Mosel","167","25"
"207","DHRON 1","DHRON","11009","54347","Neumagen-Dhron",,"1922","3.56","0.00","0.00","0.00",NULL,"OPR","RWE INNOGY","FRANCIS","0","Eiffel","0","25"
"208","DHRON 2","DHRON","11009","54347","Neumagen-Dhron",,"2000","1.50","0.00","0.00","0.00",NULL,"OPR","RWE INNOGY","FRANCIS","0","Eiffel","0","25"
"209","DHRON 3","DHRON","11009","54347","Neumagen-Dhron",,"2000","1.50","0.00","0.00","0.00",NULL,"OPR","RWE INNOGY","FRANCIS","0","Eiffel","0","25"
"210","DHRON 4","DHRON","11009","54347","Neumagen-Dhron",,"2000","1.50","0.00","0.00","0.00",NULL,"OPR","RWE INNOGY","FRANCIS","0","Eiffel","0","25"
"211","DIETFURT 1","DIETFURT","11017","0",,,"1982","0.53","0.00","0.00","0.00",NULL,"OPR","E.ON WASSERKRAFT GMBH","BULB","0",,"0","33"
"212","DIEZ 1","DIEZ","11008","0",,,"1991","0.38","0.00","0.00","0.00",NULL,"OPR","P+R PARKHAUS BAUTRAGER VERWALT","PIT","0",,"0","17"
"213","DIEZ 2","DIEZ","11008","0",,,"1991","0.38","0.00","0.00","0.00",NULL,"OPR","P+R PARKHAUS BAUTRAGER VERWALT","PIT","0",,"0","17"
"214","DILLINGEN 1","DILLINGEN","11010","0",,,"1981","3.70","0.00","0.00","0.00",NULL,"OPR","E.ON WASSERKRAFT GMBH","KAPLAN","0","Donau","2539","13"
"215","DILLINGEN 2","DILLINGEN","11010","0",,,"1981","3.70","0.00","0.00","0.00",NULL,"OPR","E.ON WASSERKRAFT GMBH","KAPLAN","0","Donau","2539","13"
"216","DINGOLFING 1","DINGOLFING","11018","0","Dingolfing",,"1957","5.92","0.00","0.00","0.00",NULL,"OPR","E.ON WASSERKRAFT GMBH","KAPLAN","0","Isar","46","26"
"217","DINGOLFING 2","DINGOLFING","11018","0","Dingolfing",,"1957","5.92","0.00","0.00","0.00",NULL,"OPR","E.ON WASSERKRAFT GMBH","KAPLAN","0","Isar","46","26"
"218","DINGOLFING 3","DINGOLFING","11018","0","Dingolfing",,"1957","5.92","0.00","0.00","0.00",NULL,"OPR","E.ON WASSERKRAFT GMBH","KAPLAN","0","Isar","46","26"
"219","DONAUSTETTEN 1","DONAUSTETTEN","11012","0","Ulm",,"1926","1.60","0.00","0.00","0.00",NULL,"OPR","SWU ENERGIE GMBH","KAPLAN","0","Donau","2602","13"
"220","DONAUSTETTEN 2","DONAUSTETTEN","11012","0","Ulm",,"1926","1.60","0.00","0.00","0.00",NULL,"OPR","SWU ENERGIE GMBH","KAPLAN","0","Donau","2602","13"
"221","DONAUSTETTEN 3","DONAUSTETTEN","11012","0","Ulm",,"1926","1.60","0.00","0.00","0.00",NULL,"OPR","SWU ENERGIE GMBH","KAPLAN","0","Donau","2602","13"
"222","DONAUSTETTEN 4","DONAUSTETTEN","11012","0","Ulm",,"1926","1.60","0.00","0.00","0.00",NULL,"OPR","SWU ENERGIE GMBH","KAPLAN","0","Donau","2602","13"
"223","DONAUWORTH 1","DONAUWORTH","11010","0","Donauworth",,"1984","4.25","0.00","0.00","0.00",NULL,"OPR","E.ON WASSERKRAFT GMBH","KAPLAN/V","0","Donau","2512","13"
"224","DONAUWORTH 2","DONAUWORTH","11010","0","Donauworth",,"1984","4.25","0.00","0.00","0.00",NULL,"OPR","E.ON WASSERKRAFT GMBH","KAPLAN/V","0","Donau","2512","13"
"225","DORFSAGEMUHLE 1","DORFSAGEMUHLE","11012","0","Baiersbronn",,"2000","0.02","0.00","0.00","0.00",NULL,"OPR","GEMEINDEWERKE BAIERSBRONN","FRANCIS","0",,"0","30"
"226","DORFSAGEMUHLE 2","DORFSAGEMUHLE","11012","0","Baiersbronn",,"2000","0.05","0.00","0.00","0.00",NULL,"OPR","GEMEINDEWERKE BAIERSBRONN","FRANCIS","0",,"0","30"
"227","DORNAU 1","DORNAU","11018","0",,,"1959","11.50","0.00","0.00","0.00",NULL,"OPR","E.ON WASSERKRAFT GMBH","KAPLAN","0","Lech","126","1"
"228","DORNAU 2","DORNAU","11018","0",,,"1959","6.00","0.00","0.00","0.00",NULL,"OPR","E.ON WASSERKRAFT GMBH","KAPLAN","0","Lech","126","1"
"229","DORNSTETTEN 1","DORNSTETTEN","11018","0",,,"1943","1.36","0.00","0.00","0.00",NULL,"OPR","E.ON WASSERKRAFT GMBH","STRAFLO","0","Lech","94","1"
"230","DORNSTETTEN 2","DORNSTETTEN","11018","0",,,"1943","1.36","0.00","0.00","0.00",NULL,"OPR","E.ON WASSERKRAFT GMBH","STRAFLO","0","Lech","94","1"
"231","DORNSTETTEN 3","DORNSTETTEN","11018","0",,,"1943","1.36","0.00","0.00","0.00",NULL,"OPR","E.ON WASSERKRAFT GMBH","STRAFLO","0","Lech","94","1"
"232","DORNSTETTEN 4","DORNSTETTEN","11018","0",,,"1943","1.36","0.00","0.00","0.00",NULL,"OPR","E.ON WASSERKRAFT GMBH","STRAFLO","0","Lech","94","1"
"233","DORNSTETTEN 5","DORNSTETTEN","11018","0",,,"1943","1.36","0.00","0.00","0.00",NULL,"OPR","E.ON WASSERKRAFT GMBH","STRAFLO","0","Lech","94","1"
"234","DORNSTETTEN 6","DORNSTETTEN","11018","0",,,"1943","1.36","0.00","0.00","0.00",NULL,"OPR","E.ON WASSERKRAFT GMBH","STRAFLO","0","Lech","94","1"
"235","DORSCHENHAMMER 1","DORSCHENHAMMER","11017","0","Schauenstein",,"1907","0.02","0.00","0.00","0.00",NULL,"OPR","ELEK HEINRICH SCHIRMER",,"0",,"0","33"
"236","DORTMUND HYDRO 1","DORTMUND HYDRO","11007","0","Dortmund",,"1990","0.06","0.00","0.00","0.00",NULL,"OPR","DORTMUNDER ENERGIE- UND WASSER","EL7555","0",,"0","24"
"237","DORVERDEN 1","DORVERDEN","11014","27313","Doerverden","Sympherallee_56","1914","1.07","0.00","0.00","0.00",NULL,"OPR","STATKRAFT GERMANY","PROPELL","0","Weser","53","7"
"238","DORVERDEN 2","DORVERDEN","11014","27313","Doerverden","Sympherallee_56","1914","1.07","0.00","0.00","0.00",NULL,"OPR","STATKRAFT GERMANY","PROPELL","0","Weser","53","7"
"239","DORVERDEN 3","DORVERDEN","11014","27313","Doerverden","Sympherallee_56","1914","1.05","0.00","0.00","0.00",NULL,"OPR","STATKRAFT GERMANY","KAPLAN","0","Weser","53","7"
"240","DORVERDEN 4","DORVERDEN","11014","27313","Doerverden","Sympherallee_56","1914","1.05","0.00","0.00","0.00",NULL,"OPR","STATKRAFT GERMANY","KAPLAN","0","Weser","53","7"
"241","DRAHTZUG 1","DRAHTZUG","11010","0","Kempten",,"1998","2.00","0.00","0.00","0.00",NULL,"OPR","MAX FISCHER GBR WASSERKRAFTWER","KAPLAN","0",,"0","19"
"242","DRAHTZUG 2","DRAHTZUG","11010","0","Kempten",,"1998","2.00","0.00","0.00","0.00",NULL,"OPR","MAX FISCHER GBR WASSERKRAFTWER","KAPLAN","0",,"0","19"
"243","DRAHTZUG 3","DRAHTZUG","11010","0","Kempten",,"1998","2.00","0.00","0.00","0.00",NULL,"OPR","MAX FISCHER GBR WASSERKRAFTWER","KAPLAN","0",,"0","19"
"244","DRAKENBURG 1","DRAKENBURG","11015","31623","Drakenburg","Balger_Strasse","1956","2.12","0.00","0.00","0.00",NULL,"OPR","STATKRAFT GERMANY","KAPLAN","0","Weser","84","14"
"245","DRAKENBURG 2","DRAKENBURG","11015","31623","Drakenburg","Balger_Strasse","1956","2.12","0.00","0.00","0.00",NULL,"OPR","STATKRAFT GERMANY","KAPLAN","0","Weser","84","14"
"246","DRAKENBURG 3","DRAKENBURG","11015","31623","Drakenburg","Balger_Strasse","1956","2.12","0.00","0.00","0.00",NULL,"OPR","STATKRAFT GERMANY","KAPLAN","0","Weser","84","14"
"247","DRIEDORF 1","DRIEDORF","11016","0",,,"1983","0.16","0.00","0.00","0.00",NULL,"OPR","E.ON MITTE AG","FRANCIS","0",,"0","3"
"248","DROTHWEHR 1","DROTHWEHR","11012","0","Sonthofen",,"2003","0.30","0.00","0.00","0.00",NULL,"OPR","W GEIGER GMBH & CO KG","KAPLAN","0",,"0","30"
"249","DUISBURG-WANHEIM H1","DUISBURG-WANHEIM","11006","0","Duisburg",,"2000","0.50","0.00","0.00","0.00",NULL,"OPR","STADTWERKE DUISBURG AG","FRANCIS","0",,"0","29"
"250","DUMMLINGHAUSEN 1","DUMMLINGHAUSEN","11007","0",,,"2000","2.20","0.00","0.00","0.00",NULL,"OPR","RWE POWER AG","FRANCIS","0",,"0","24"
"251","DUMMLINGHAUSEN 2","DUMMLINGHAUSEN","11007","0",,,"2000","2.20","0.00","0.00","0.00",NULL,"OPR","RWE POWER AG","FRANCIS","0",,"0","24"
"252","DUMMLINGHAUSEN 3","DUMMLINGHAUSEN","11007","0",,,"2000","0.35","0.00","0.00","0.00",NULL,"OPR","RWE POWER AG","KAPLAN","0",,"0","24"
"253","DURRWANGEN 1","DURRWANGEN","11012","0","Balingen",,"2000","0.03","0.00","0.00","0.00",NULL,"OPR","GOTTLIEB STINGEL","TUBE","0",,"0","30"
"254","DURRWANGEN 2","DURRWANGEN","11012","0","Balingen",,"2000","0.01","0.00","0.00","0.00",NULL,"OPR","GOTTLIEB STINGEL","FRANCIS","0",,"0","30"
"255","E00000000000000000000000000001867",,"11007","51709","Marienheide","Roensahler Weg 10","2008","0.03","0.00","0.00","0.00",NULL,"OPR",,,"20618",,"0","24"
"256","E00000000000000000000000030414358",,"11009","55592","Rehborn","Muehle","0","0.05","0.00","0.00","0.00",NULL,"OPR",,,"22890",,"0","39"
"257","E00000000000000000000000030414498",,"11009","66453","Gersheim","Bliesstrasse","0","0.28","0.00","0.00","0.00",NULL,"OPR",,,"16984",,"0","39"
"258","E00000000000000000000000030430939",,"11009","67742","Lauterecken","Muehlstrasse","0","0.03","0.00","0.00","0.00",NULL,"OPR",,,"20038",,"0","39"
"259","E10060010736140000000000000050054",,"11012","73614","Schorndorf","Muehlgasse 28","2001","0.02","0.00","0.00","0.00",NULL,"OPR",,,"23944",,"0","30"
"260","E1006601W725010011300060051800001",,"11012","72501","Gammertingen","Schwedengasse 6","2001","0.04","0.00","0.00","0.00",NULL,"OPR",,,"16818",,"0","30"
"261","E10091010000000000000000000001100",,"11012","88529","Zwiefalten","Hauptstr. 70","2001","0.10","0.00","0.00","0.00",NULL,"OPR",,,"26692",,"0","30"
"262","E10091010000000000000000000001101",,"11012","88529","Zwiefalten","Hauptstr. 26","2001","0.05","0.00","0.00","0.00",NULL,"OPR",,,"26692",,"0","30"
"263","E10118013020022101700101010900114",,"11010","88167","Gestratz","Gruenenbacher Strasse","2001","0.09","0.00","0.00","0.00",NULL,"OPR",,,"17003",,"0","19"
"264","E10118013020022101700101010901114",,"11010","88167","Gestratz","Gruenenbacher Strasse","2001","0.09","0.00","0.00","0.00",NULL,"OPR",,,"17003",,"0","19"
"265","E10118013030150205000101010900115",,"11010","88167","Maierhoefen","Riedholz","2001","0.02","0.00","0.00","0.00",NULL,"OPR",,,"20545",,"0","19"
"266","E1019001000ZE000000121672RA000001",,"11012","78267","Aach","Singener Str.","2001","0.90","0.00","0.00","0.00",NULL,"OPR",,,"13350",,"0","30"
"267","E1019001000ZE000000121691RA000001",,"11012","78267","Aach","Muehlenstr.","2001","0.60","0.00","0.00","0.00",NULL,"OPR",,,"13350",,"0","30"
"268","E1019001000ZE000000121692RA000001",,"11012","78269","Volkertshausen","Kirchstr.","2001","0.13","0.00","0.00","0.00",NULL,"OPR",,,"25456",,"0","30"
"269","E1019001000ZE000000181520RA000001",,"11012","78269","Volkertshausen","Ten-Brink-Str.","2001","0.80","0.00","0.00","0.00",NULL,"OPR",,,"25456",,"0","30"
"270","E10219017331206101000000002601483",,"11012","73312","Geislingen","Eybstrasse","2001","0.04","0.00","0.00","0.00",NULL,"OPR",,,"16908",,"0","30"
"271","E10223017817600095100000S00100001",,"11012","78176","Fuetzen","Am Kommenbach 100","2001","0.02","0.00","0.00","0.00",NULL,"OPR",,,"85145",,"0","30"
"272","E1024501WAK41A0100000000353600001",,"11012","72213","Altensteig","Lohmuehleweg 2","2001","0.04","0.00","0.00","0.00",NULL,"OPR",,,"13590",,"0","30"
"273","E1024501WAK41A0100000000397000001",,"11012","72213","Altensteig","Am See 14","2001","0.02","0.00","0.00","0.00",NULL,"OPR",,,"13590",,"0","30"
"274","E1024501WAK6100000000700436600001",,"11012","72213","Altensteig","Lohmuehleweg 2","2001","0.04","0.00","0.00","0.00",NULL,"OPR",,,"13590",,"0","30"
"275","E1024501WAK6100000000700436700001",,"11012","72213","Altensteig","Am See 14","2001","0.02","0.00","0.00","0.00",NULL,"OPR",,,"13590",,"0","30"
"276","E1024501WAK6106000000000410700001",,"11012","72213","Altensteig","Monhardt 21","2001","0.04","0.00","0.00","0.00",NULL,"OPR",,,"13590",,"0","30"
"277","E1024501WAK6106000000000410800001",,"11012","72213","Altensteig","Monhardt 21","2001","0.07","0.00","0.00","0.00",NULL,"OPR",,,"13590",,"0","30"
"278","E1024501WAK6106000000000410900001",,"11012","72213","Altensteig","Jahnstrasse 13/1 b","2001","0.04","0.00","0.00","0.00",NULL,"OPR",,,"13590",,"0","30"
"279","E1024501WAK6106000000000411000001",,"11012","72213","Altensteig","Obere Talstrasse 12","2001","0.17","0.00","0.00","0.00",NULL,"OPR",,,"13590",,"0","30"
"280","E1024501WAK6106000000000411100001",,"11012","72213","Altensteig","Karlstrasse 3/1","2001","0.04","0.00","0.00","0.00",NULL,"OPR",,,"13590",,"0","30"
"281","E1024501WAK6106000000000411200001",,"11012","72213","Altensteig","Friedrich-Boysen-Strasse 9","2001","0.05","0.00","0.00","0.00",NULL,"OPR",,,"13590",,"0","30"
"282","E1025601000000000BRAND02409900001",,"11012","79677","Schoenau","Brand 24","2001","0.28","0.00","0.00","0.00",NULL,"OPR",,,"23851",,"0","30"
"283","E1025601000000000TUNAU00209800002",,"11012","79677","Schoenau","Tunauerstr. 2","2001","0.06","0.00","0.00","0.00",NULL,"OPR",,,"23851",,"0","30"
"284","E10284015267643707580040000900001",,"11012","76437","Rastatt","Josefstrasse 1","2001","0.11","0.00","0.00","0.00",NULL,"OPR",,,"22813",,"0","30"
"285","E10284015267643707869000000100001",,"11012","76437","Rastatt","Am Kanaldamm 900","2001","0.08","0.00","0.00","0.00",NULL,"OPR",,,"22813",,"0","30"
"286","E10295010000000000000001746200001",,"11012","72622","Nuertingen - Neckarhausen","Nuertingerstr. 26/1","2001","0.33","0.00","0.00","0.00",NULL,"OPR",,,"21836",,"0","30"
"287","E10295010000000000000002265500001",,"11012","72622","Nuertingen","Muehlstr. 3","2001","0.28","0.00","0.00","0.00",NULL,"OPR",,,"21836",,"0","30"
"288","E10295010000000000000002265600001",,"11012","72622","Nuertingen","Muehlstr.3","2001","0.18","0.00","0.00","0.00",NULL,"OPR",,,"21836",,"0","30"
"289","E10295010000000000000002300100001",,"11012","72622","Nuertingen","Muehlstr. 3","2001","0.28","0.00","0.00","0.00",NULL,"OPR",,,"21836",,"0","30"
"290","E10295010000000000000002300200001",,"11012","72622","Nuertingen","Muehlstr.3","2001","0.18","0.00","0.00","0.00",NULL,"OPR",,,"21836",,"0","30"
